stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Dist_0394,0.0,6,0.0,,31.31,44.41,2.170,Dist_0114,1
Dist_0395,0.0,6,0.0,,53.35,47.97,2.170,Dist_0115,1
Dist_0396,0.0,6,0.0,,82.32,64.16,2.170,Dist_0116,1
Dist_0397,0.0,6,0.0,,7.28,16.99,2.170,Dist_0117,1
Dist_0398,0.0,6,0.0,,22.83,43.55,2.170,Dist_0118,1
Dist_0399,0.0,6,0.0,,24.4,27.92,2.170,Dist_0119,1
Dist_0400,0.0,6,0.0,,29.94,24.36,2.170,Dist_0120,1
Dist_0401,0.0,6,0.0,,96.97,104.98,2.170,Dist_0121,1
Dist_0402,0.0,6,0.0,,4.42,17.62,2.170,Dist_0122,1
Dist_0403,0.0,6,0.0,,33.82,115.61,2.170,Dist_0123,1
Dist_0404,0.0,6,0.0,,10.89,37.11,2.170,Dist_0124,1
Dist_0405,0.0,6,0.0,,34.65,51.08,2.170,Dist_0125,1
Dist_0406,0.0,6,0.0,,56.52,43.97,2.170,Dist_0126,1
Dist_0407,0.0,6,0.0,,42.54,23.05,2.170,Dist_0127,1
Dist_0408,0.0,6,0.0,,102.52,78.24,2.170,Dist_0128,1
Dist_0409,0.0,6,0.0,,53.34,42.5,2.170,Dist_0129,1
Dist_0410,0.0,6,0.0,,59.31,27.45,2.170,Dist_0130,1
Dist_0411,0.0,6,0.0,,0.0,0.0,2.170,Dist_0131,1
Dist_0412,3.06,0,0.2533,,9.6,4.8,2.170,Dist_0131,1
Dist_0413,2.54,0,0.2093,,6.4,3.2,2.170,Dist_0131,1
Dist_0414,2.21,0,0.2275,,12.4,6.2,2.170,Dist_0131,1
Dist_0415,2.7,0,0.2418,,4.8,2.4,2.170,Dist_0131,1
Dist_0416,0.0,6,0.0,,0.0,0.0,2.170,Dist_0132,1
Dist_0417,3.45,0,0.3032,,4.0,2.0,2.170,Dist_0133,1
Dist_0418,3.55,0,0.4022,,2.4,1.2,2.170,Dist_0133,1
Dist_0419,0.0,6,0.0,,0.0,0.0,2.170,Dist_0133,1
Dist_0420,0.0,6,0.0,,0.0,0.0,2.170,Dist_0134,1
Dist_0421,0.0,6,0.0,,0.0,0.0,2.170,Dist_0135,1
Dist_0422,2.88,0,0.2279,,4.8,2.4,2.170,Dist_0135,1
Dist_0423,3.1,0,0.2272,,2.8,1.4,2.170,Dist_0135,1
Dist_0424,2.65,0,0.2448,,2.0,1.0,2.170,Dist_0135,1
Dist_0425,0.0,6,0.0,,0.0,0.0,2.170,Dist_0136,1
Dist_0426,0.0,6,0.0,,0.0,0.0,2.170,Dist_0137,1
Dist_0427,0.0,6,0.0,,0.0,0.0,2.170,Dist_0138,1
Dist_0428,0.0,6,0.0,,0.0,0.0,2.170,Dist_0139,1
Dist_0429,0.0,6,0.0,,0.0,0.0,2.170,Dist_0140,1
Dist_0430,0.0,6,0.0,,34.71,182.15,2.170,Dist_0141,1
Dist_0431,3.06,0,0.1695,,0.0,0.0,2.170,Dist_0141,1
Dist_0432,2.54,0,0.1417,,0.0,0.0,2.170,Dist_0141,1
Dist_0433,2.21,0,0.1532,,0.0,0.0,2.170,Dist_0141,1
Dist_0434,2.7,0,0.1622,,0.0,0.0,2.170,Dist_0141,1
Dist_0435,0.0,6,0.0,,0.0,0.0,2.170,Dist_0142,1
Dist_0436,3.45,0,0.2019,,0.0,0.0,2.170,Dist_0143,1
Dist_0437,3.55,0,0.2644,,0.0,0.0,2.170,Dist_0143,1
Dist_0438,0.0,6,0.0,,0.0,0.0,2.170,Dist_0143,1
Dist_0439,0.0,6,0.0,,0.0,0.0,2.170,Dist_0144,1
Dist_0440,0.0,6,0.0,,0.0,0.0,2.170,Dist_0145,1
Dist_0441,2.88,0,0.1547,,0.0,0.0,2.170,Dist_0145,1
Dist_0442,3.1,0,0.1543,,0.0,0.0,2.170,Dist_0145,1
Dist_0443,2.65,0,0.1654,,0.0,0.0,2.170,Dist_0145,1
Dist_0444,0.0,6,0.0,,84.42,57.95,2.170,Dist_0146,1
Dist_0445,0.0,6,0.0,,59.78,63.95,2.170,Dist_0147,1
Dist_0446,0.0,6,0.0,,152.49,143.07,2.170,Dist_0148,1
Dist_0447,0.0,6,0.0,,66.65,74.78,2.170,Dist_0149,1
Dist_0448,0.0,6,0.0,,81.68,98.13,2.170,Dist_0150,1
Dist_0449,0.0,6,0.0,,21.03,63.04,2.170,Dist_0151,1
Dist_0450,0.0,6,0.0,,8.35,33.29,2.170,Dist_0152,1
Dist_0451,0.0,6,0.0,,31.95,78.16,2.170,Dist_0153,1
Dist_0452,0.0,6,0.0,,47.68,132.69,2.170,Dist_0154,1
Dist_0453,0.0,6,0.0,,13.32,36.62,2.170,Dist_0155,1
Dist_0454,0.0,6,0.0,,69.49,93.76,2.170,Dist_0156,1
Dist_0455,0.0,6,0.0,,0.0,0.0,2.170,Dist_0157,1
Dist_0456,0.0,6,0.0,,12.8,31.84,2.170,Dist_0158,1
Dist_0457,0.0,6,0.0,,0.0,0.0,2.170,Dist_0159,1
Dist_0458,0.0,6,0.0,,12.75,28.25,2.170,Dist_0160,1
Dist_0459,0.0,6,0.0,,195.17,158.33,2.170,Dist_0161,1
Dist_0460,0.0,6,0.0,,48.18,30.39,2.170,Dist_0162,1
Dist_0461,0.0,6,0.0,,134.58,88.78,2.170,Dist_0163,1
Dist_0462,0.0,6,0.0,,171.12,102.51,2.170,Dist_0164,1
Dist_0463,0.0,6,0.0,,81.77,52.13,2.170,Dist_0165,1
Dist_0464,0.0,6,0.0,,17.8,58.18,2.170,Dist_0166,1
Dist_0465,0.0,6,0.0,,8.82,42.89,2.170,Dist_0167,1
Dist_0466,0.0,6,0.0,,47.25,112.77,2.170,Dist_0168,1
Dist_0467,0.0,6,0.0,,64.95,165.57,2.170,Dist_0169,1
Dist_0468,0.0,6,0.0,,23.15,62.2,2.170,Dist_0170,1
Dist_0469,0.0,6,0.0,,13.69,42.03,2.170,Dist_0171,1
Dist_0470,0.0,6,0.0,,5.03,17.02,2.170,Dist_0172,1
Dist_0471,0.0,6,0.0,,15.98,43.76,2.170,Dist_0173,1
Dist_0472,0.0,6,0.0,,36.17,151.91,2.170,Dist_0174,1
Dist_0473,0.0,6,0.0,,25.69,160.23,2.170,Dist_0175,1
Dist_0474,0.0,6,0.0,,197.92,150.17,2.170,Dist_0176,1
Dist_0475,0.0,6,0.0,,318.18,228.74,2.170,Dist_0177,1
Dist_0476,0.0,6,0.0,,49.97,62.27,2.170,Dist_0178,1
Dist_0477,0.0,6,0.0,,206.12,128.82,2.170,Dist_0179,1
Dist_0478,0.0,6,0.0,,125.71,94.64,2.170,Dist_0180,1
Dist_0479,0.0,6,0.0,,19.6,70.54,2.170,Dist_0181,1
Dist_0480,0.0,6,0.0,,8.15,18.6,2.170,Dist_0182,1
Dist_0481,0.0,6,0.0,,39.0,101.76,2.170,Dist_0183,1
Dist_0482,0.0,6,0.0,,54.17,141.19,2.170,Dist_0184,1
Dist_0483,0.0,6,0.0,,13.22,34.77,2.170,Dist_0185,1
Dist_0484,0.0,6,0.0,,0.0,0.0,2.170,Dist_0186,1
Dist_0485,0.0,6,0.0,,0.0,0.0,2.170,Dist_0187,1
Dist_0486,3.45,0,0.3032,,5.6,2.8,2.170,Dist_0187,1
Dist_0487,3.55,0,0.4022,,4.4,2.2,2.170,Dist_0187,1
Dist_0488,0.0,6,0.0,,0.0,0.0,2.170,Dist_0188,1
Dist_0489,2.88,0,0.2279,,4.0,2.0,2.170,Dist_0189,1
Dist_0490,0.0,6,0.0,,0.0,0.0,2.170,Dist_0189,1
Dist_0491,2.65,0,0.2448,,2.8,1.4,2.170,Dist_0189,1
Dist_0492,3.1,0,0.2272,,4.0,2.0,2.170,Dist_0189,1
Dist_0493,0.0,6,0.0,,0.0,0.0,2.170,Dist_0190,1
Dist_0494,2.7,0,0.2418,,7.6,3.8,2.170,Dist_0190,1
Dist_0495,3.06,0,0.2533,,18.0,9.0,2.170,Dist_0190,1
Dist_0496,2.54,0,0.2093,,11.6,5.8,2.170,Dist_0190,1
Dist_0497,2.21,0,0.2275,,24.8,12.4,2.170,Dist_0190,1
Dist_0498,0.0,6,0.0,,3.95,4.08,2.170,Manuf_0081,1
Dist_0499,0.0,6,0.0,,0.0,0.0,2.170,Manuf_0077,1
Dist_0500,0.0,6,0.0,,2.09,14.13,2.170,Manuf_0078,1
Dist_0501,0.0,6,0.0,,0.0,0.0,2.170,Manuf_0079,1
Dist_0502,0.0,6,0.0,,0.0,0.0,2.170,Manuf_0080,1
Dist_0503,0.0,6,0.0,,0.0,0.0,2.170,Trans_0273,1
Dist_0504,0.0,6,0.0,,0.0,0.0,2.170,Trans_0274,1
Dist_0505,0.0,6,0.0,,0.0,0.0,2.170,Trans_0275,1
Dist_0506,0.0,6,0.0,,0.0,0.0,2.170,Trans_0276,1
Dist_0507,0.0,6,0.0,,0.0,0.0,2.170,Trans_0277,1
Dist_0508,0.0,6,0.0,,0.0,0.0,2.170,Trans_0278,1
Dist_0509,0.0,6,0.0,,0.0,0.0,2.170,Trans_0279,1
Dist_0510,0.0,6,0.0,,0.0,0.0,2.170,Trans_0280,1
Dist_0511,0.0,6,0.0,,3.14,11.74,2.170,Trans_0281,1
Dist_0512,0.0,6,0.0,,1.43,4.24,2.170,Trans_0282,1
Dist_0513,0.0,6,0.0,,1.31,5.42,2.170,Trans_0283,1
Dist_0514,0.0,6,0.0,,3.14,11.74,2.170,Trans_0284,1
Dist_0515,0.0,6,0.0,,0.0,0.0,2.170,Trans_0285,1
Dist_0516,0.0,6,0.0,,0.0,0.0,2.170,Trans_0286,1
Dist_0517,0.0,6,0.0,,0.0,0.0,2.170,Trans_0287,1
Dist_0518,0.0,6,0.0,,0.0,0.0,2.170,Trans_0288,1
Dist_0519,0.0,6,0.0,,0.0,0.0,2.170,Trans_0289,1
Dist_0520,0.0,6,0.0,,0.0,0.0,2.170,Trans_0290,1
Dist_0521,0.0,6,0.0,,0.0,0.0,2.170,Trans_0291,1
Dist_0522,0.0,6,0.0,,0.0,0.0,2.170,Trans_0292,1
Manuf_0001,0.0,,0.7102,2,,,
Manuf_0002,0.0,,0.7997,2,,,
Manuf_0003,0.0,,1.0933,2,,,
Manuf_0004,0.0,,7.459,2,,,
Manuf_0005,0.0,,0.0,2,,,
Manuf_0006,0.0,,4.181,2,,,
Manuf_0007,0.0,,0.9007,2,,,
Manuf_0008,0.0,,7.29,2,,,
Manuf_0009,0.0,,0.0,2,,,
Manuf_0010,0.0,,0.751,2,,,
Manuf_0011,0.0,,0.7657,2,,,
Manuf_0012,0.0,,2.6002,2,,,
Manuf_0013,0.0,,4.0157,2,,,
Manuf_0014,0.0,,0.8167,2,,,
Manuf_0015,0.0,,0.0,2,,,
Manuf_0016,0.0,,0.7746,2,,,
Manuf_0017,0.0,,3.2139,2,,,
Manuf_0018,0.0,,0.8758,2,,,
Manuf_0019,0.0,,0.7395,2,,,
Manuf_0020,0.0,,0.6528,2,,,
Manuf_0021,0.0,,0.8504,2,,,
Manuf_0022,0.0,,4.1888,2,,,
Manuf_0023,0.0,,6.063,2,,,
Manuf_0024,0.0,,0.7807,2,,,
Manuf_0025,0.0,,0.7725,2,,,
Manuf_0026,0.0,,1.1189,2,,,
Manuf_0027,0.0,,0.7396,2,,,
Manuf_0028,0.0,,6.0,2,,,
Manuf_0029,0.0,,1.1236,2,,,
Manuf_0030,0.0,,1.1018,2,,,
Manuf_0031,0.0,,3.4001,2,,,
Manuf_0032,0.0,,1.0857,2,,,
Manuf_0033,0.0,,4.4366,2,,,
Manuf_0034,0.0,,6.8946,2,,,
Manuf_0035,0.0,,2.2463,2,,,
Manuf_0036,0.0,,2.3713,2,,,
Manuf_0037,0.0,,4.0,2,,,
Manuf_0038,0.0,,2.1607,2,,,
Manuf_0039,5.0,,0.65,2,,,,Manuf_0001,1,Trans_0001,1,Trans_0002,1,Trans_0062,1,Trans_0075,1,Trans_0081,1
Manuf_0040,5.0,,0.71,2,,,,Manuf_0002,1,Trans_0003,1,Trans_0004,1,Trans_0069,1,Trans_0071,1,Trans_0075,1
Manuf_0041,5.0,,0.93,2,,,,Manuf_0003,1,Trans_0005,1,Trans_0068,1,Trans_0075,1
Manuf_0042,5.0,,1.146,2,,,,Manuf_0004,1,Trans_0006,1,Trans_0072,1,Trans_0076,1
Manuf_0043,5.0,,0.894,2,,,,Manuf_0005,1,Trans_0007,1,Trans_0073,1,Trans_0076,1
Manuf_0044,5.0,,0.768,2,,,,Manuf_0006,1,Trans_0008,1,Trans_0073,1,Trans_0076,1
Manuf_0045,5.0,,0.72,2,,,,Manuf_0007,1,Trans_0009,1,Trans_0010,1,Trans_0067,1,Trans_0070,1,Trans_0075,1
Manuf_0046,5.0,,1.146,2,,,,Manuf_0008,1,Trans_0011,1,Trans_0073,1,Trans_0076,1
Manuf_0047,5.0,,0.72,2,,,,Manuf_0009,1,Trans_0012,1,Trans_0013,1,Trans_0068,1,Trans_0069,1,Trans_0075,1
Manuf_0048,5.0,,0.65,2,,,,Manuf_0010,1,Trans_0014,1,Trans_0015,1,Trans_0065,1,Trans_0070,1,Trans_0075,1
Manuf_0049,5.0,,0.71,2,,,,Manuf_0011,1,Trans_0016,1,Trans_0017,1,Trans_0062,1,Trans_0063,1,Trans_0075,1
Manuf_0050,5.0,,0.71,2,,,,Manuf_0012,1,Trans_0018,1,Trans_0019,1,Trans_0020,1,Trans_0079,1
Manuf_0051,5.0,,0.93,2,,,,Manuf_0013,1,Trans_0021,1,Trans_0079,1
Manuf_0052,5.0,,0.71,2,,,,Manuf_0014,1,Trans_0022,1,Trans_0023,1,Trans_0069,1,Trans_0070,1,Trans_0075,1
Manuf_0053,5.0,,0.768,2,,,,Manuf_0015,1,Trans_0024,1,Trans_0072,1,Trans_0076,1
Manuf_0054,5.0,,0.71,2,,,,Manuf_0016,1,Trans_0025,1,Trans_0026,1,Trans_0064,1,Trans_0066,1,Trans_0075,1
Manuf_0055,5.0,,0.71,2,,,,Manuf_0017,1,Trans_0027,1,Trans_0028,1,Trans_0080,1,Trans_0082,1
Manuf_0056,5.0,,0.72,2,,,,Manuf_0018,1,Trans_0029,1,Trans_0030,1,Trans_0067,1,Trans_0068,1,Trans_0075,1
Manuf_0057,5.0,,0.65,2,,,,Manuf_0019,1,Trans_0031,1,Trans_0032,1,Trans_0065,1,Trans_0068,1,Trans_0075,1
Manuf_0058,5.0,,0.65,2,,,,Manuf_0020,1,Trans_0033,1,Trans_0034,1,Trans_0066,1,Trans_0075,1,Trans_0081,1
Manuf_0059,5.0,,0.72,2,,,,Manuf_0021,1,Trans_0035,1,Trans_0036,1,Trans_0067,1,Trans_0071,1,Trans_0075,1
Manuf_0060,5.0,,0.93,2,,,,Manuf_0022,1,Trans_0037,1,Trans_0080,1
Manuf_0061,5.0,,0.894,2,,,,Manuf_0023,1,Trans_0038,1,Trans_0072,1,Trans_0076,1
Manuf_0062,5.0,,0.71,2,,,,Manuf_0024,1,Trans_0039,1,Trans_0040,1,Trans_0063,1,Trans_0066,1,Trans_0075,1
Manuf_0063,5.0,,0.82,2,,,,Manuf_0025,1,Trans_0041,1,Trans_0042,1,Trans_0062,1,Trans_0064,1,Trans_0075,1
Manuf_0064,5.0,,0.93,2,,,,Manuf_0026,1,Trans_0043,1,Trans_0066,1,Trans_0075,1
Manuf_0065,5.0,,0.65,2,,,,Manuf_0027,1,Trans_0044,1,Trans_0045,1,Trans_0065,1,Trans_0071,1,Trans_0075,1
Manuf_0066,5.0,,1.15,2,,,,Manuf_0028,1,Trans_0046,1,Trans_0074,1,Trans_0076,1
Manuf_0067,5.0,,0.93,2,,,,Manuf_0029,1,Trans_0047,1,Trans_0070,1,Trans_0075,1
Manuf_0068,5.0,,0.93,2,,,,Manuf_0030,1,Trans_0048,1,Trans_0071,1,Trans_0075,1
Manuf_0069,5.0,,0.71,2,,,,Manuf_0031,1,Trans_0049,1,Trans_0050,1,Trans_0077,1,Trans_0082,1
Manuf_0070,5.0,,0.93,2,,,,Manuf_0032,1,Trans_0051,1,Trans_0062,1,Trans_0075,1
Manuf_0071,5.0,,0.93,2,,,,Manuf_0033,1,Trans_0052,1,Trans_0077,1
Manuf_0072,5.0,,1.146,2,,,,Manuf_0034,1,Trans_0053,1,Trans_0054,1,Trans_0076,1
Manuf_0073,5.0,,0.65,2,,,,Manuf_0035,1,Trans_0055,1,Trans_0056,1,Trans_0078,1,Trans_0080,1
Manuf_0074,5.0,,0.65,2,,,,Manuf_0036,1,Trans_0057,1,Trans_0058,1,Trans_0077,1,Trans_0078,1
Manuf_0075,5.0,,1.15,2,,,,Manuf_0037,1,Trans_0059,1,Trans_0074,1,Trans_0076,1
Manuf_0076,5.0,,0.65,2,,,,Manuf_0038,1,Trans_0060,1,Trans_0061,1,Trans_0078,1,Trans_0079,1
Manuf_0077,5.0,,89.43,2,,,,Dist_0190,1
Manuf_0078,5.0,,128.478,2,,,,Dist_0001,1,Dist_0190,1
Manuf_0079,5.0,,5.0,2,,,,Dist_0010,1,Dist_0011,1,Dist_0016,1,Dist_0021,1
Manuf_0080,5.0,,68.66,2,,,,Dist_0016,1,Dist_0021,1
Manuf_0081,5.0,,68.66,2,,,,Dist_0190,1
Part_0001,21.0,,0.0625,2,,,
Part_0002,21.0,,0.0379,2,,,
Part_0003,21.0,,0.05,2,,,
Part_0004,21.0,,0.05,2,,,
Part_0005,30.0,,0.3498,2,,,
Part_0006,29.0,,0.182,2,,,
Part_0007,42.0,,0.18,2,,,
Part_0008,42.0,,0.18,2,,,
Part_0009,21.0,,0.0452,2,,,
Part_0010,21.0,,0.054,2,,,
Part_0011,42.0,,0.18,2,,,
Part_0012,21.0,,0.05,2,,,
Part_0013,21.0,,0.05,2,,,
Part_0014,21.0,,0.0452,2,,,
Part_0015,21.0,,0.054,2,,,
Part_0016,21.0,,0.05,2,,,
Part_0017,21.0,,0.05,2,,,
Part_0018,21.0,,0.1373,2,,,
Part_0019,21.0,,0.0588,2,,,
Part_0020,21.0,,0.047,2,,,
Part_0021,42.0,,0.182,2,,,
Part_0022,21.0,,0.05,2,,,
Part_0023,21.0,,0.05,2,,,
Part_0024,42.0,,0.18,2,,,
Part_0025,21.0,,0.0376,2,,,
Part_0026,21.0,,0.0611,2,,,
Part_0027,28.0,,0.0562,2,,,
Part_0028,21.0,,0.047,2,,,
Part_0029,21.0,,0.0452,2,,,
Part_0030,21.0,,0.054,2,,,
Part_0031,21.0,,0.0452,2,,,
Part_0032,21.0,,0.054,2,,,
Part_0033,21.0,,0.0625,2,,,
Part_0034,21.0,,0.0379,2,,,
Part_0035,21.0,,0.0452,2,,,
Part_0036,21.0,,0.054,2,,,
Part_0037,42.0,,0.1972,2,,,
Part_0038,42.0,,0.182,2,,,
Part_0039,21.0,,0.05,2,,,
Part_0040,21.0,,0.05,2,,,
Part_0041,21.0,,0.0625,2,,,
Part_0042,21.0,,0.0379,2,,,
Part_0043,30.0,,0.2556,2,,,
Part_0044,21.0,,0.0452,2,,,
Part_0045,21.0,,0.054,2,,,
Part_0046,42.0,,0.182,2,,,
Part_0047,30.0,,0.3591,2,,,
Part_0048,30.0,,0.3579,2,,,
Part_0049,28.0,,0.0562,2,,,
Part_0050,21.0,,0.047,2,,,
Part_0051,30.0,,0.2803,2,,,
Part_0052,42.0,,0.1972,2,,,
Part_0053,21.0,,0.05,2,,,
Part_0054,21.0,,8.0,2,,,
Part_0055,28.0,,0.0345,2,,,
Part_0056,21.0,,0.0246,2,,,
Part_0057,28.0,,0.0345,2,,,
Part_0058,21.0,,0.0246,2,,,
Part_0059,42.0,,0.182,2,,,
Part_0060,28.0,,0.0345,2,,,
Part_0061,21.0,,0.0246,2,,,
Part_0062,21.0,,10.8,2,,,
Part_0063,21.0,,0.08,2,,,
Part_0064,21.0,,0.0806999999999999,2,,,
Part_0065,21.0,,0.1225,2,,,
Part_0066,21.0,,9.1,2,,,
Part_0067,21.0,,0.1381,2,,,
Part_0068,21.0,,9.0,2,,,
Part_0069,21.0,,0.08,2,,,
Part_0070,21.0,,6.25,2,,,
Part_0071,21.0,,7.25,2,,,
Part_0072,21.0,,9.0,2,,,
Part_0073,21.0,,8.0,2,,,
Part_0074,21.0,,8.0,2,,,
Part_0075,21.0,,0.3918,2,,,
Part_0076,21.0,,6.26,2,,,
Part_0077,21.0,,0.066,2,,,
Part_0078,21.0,,6.26,2,,,
Part_0079,21.0,,15.2855,2,,,
Part_0080,21.0,,0.066,2,,,
Part_0081,21.0,,0.0806999999999999,2,,,
Trans_0001,5.0,,0.0006,2,,,,Part_0001,1
Trans_0002,5.0,,0.0006,2,,,,Part_0002,1
Trans_0003,5.0,,0.0006,2,,,,Part_0003,1
Trans_0004,5.0,,0.0006,2,,,,Part_0004,1
Trans_0005,1.0,,0.0115,2,,,,Part_0005,1
Trans_0006,1.0,,0.0115,2,,,,Part_0006,1
Trans_0007,1.0,,0.0115,2,,,,Part_0007,1
Trans_0008,1.0,,0.0115,2,,,,Part_0008,1
Trans_0009,5.0,,0.0006,2,,,,Part_0009,1
Trans_0010,5.0,,0.0006,2,,,,Part_0010,1
Trans_0011,1.0,,0.0115,2,,,,Part_0011,1
Trans_0012,5.0,,0.0006,2,,,,Part_0012,1
Trans_0013,5.0,,0.0006,2,,,,Part_0013,1
Trans_0014,5.0,,0.0006,2,,,,Part_0014,1
Trans_0015,5.0,,0.0006,2,,,,Part_0015,1
Trans_0016,5.0,,0.0006,2,,,,Part_0016,1
Trans_0017,5.0,,0.0006,2,,,,Part_0017,1
Trans_0018,1.0,,0.0115,2,,,,Part_0018,1
Trans_0019,5.0,,0.0006,2,,,,Part_0019,1
Trans_0020,5.0,,0.0006,2,,,,Part_0020,1
Trans_0021,1.0,,0.0115,2,,,,Part_0021,1
Trans_0022,5.0,,0.0006,2,,,,Part_0022,1
Trans_0023,5.0,,0.0006,2,,,,Part_0023,1
Trans_0024,1.0,,0.0115,2,,,,Part_0024,1
Trans_0025,5.0,,0.0006,2,,,,Part_0025,1
Trans_0026,5.0,,0.0006,2,,,,Part_0026,1
Trans_0027,5.0,,0.0006,2,,,,Part_0027,1
Trans_0028,5.0,,0.0006,2,,,,Part_0028,1
Trans_0029,5.0,,0.0006,2,,,,Part_0029,1
Trans_0030,5.0,,0.0006,2,,,,Part_0030,1
Trans_0031,5.0,,0.0006,2,,,,Part_0031,1
Trans_0032,5.0,,0.0006,2,,,,Part_0032,1
Trans_0033,5.0,,0.0006,2,,,,Part_0033,1
Trans_0034,5.0,,0.0006,2,,,,Part_0034,1
Trans_0035,5.0,,0.0006,2,,,,Part_0035,1
Trans_0036,5.0,,0.0006,2,,,,Part_0036,1
Trans_0037,1.0,,0.0115,2,,,,Part_0037,1
Trans_0038,1.0,,0.0115,2,,,,Part_0038,1
Trans_0039,5.0,,0.0006,2,,,,Part_0039,1
Trans_0040,5.0,,0.0006,2,,,,Part_0040,1
Trans_0041,5.0,,0.0006,2,,,,Part_0041,1
Trans_0042,5.0,,0.0006,2,,,,Part_0042,1
Trans_0043,1.0,,0.0115,2,,,,Part_0043,1
Trans_0044,5.0,,0.0006,2,,,,Part_0044,1
Trans_0045,5.0,,0.0006,2,,,,Part_0045,1
Trans_0046,1.0,,0.0115,2,,,,Part_0046,1
Trans_0047,1.0,,0.0115,2,,,,Part_0047,1
Trans_0048,1.0,,0.0115,2,,,,Part_0048,1
Trans_0049,5.0,,0.0006,2,,,,Part_0049,1
Trans_0050,5.0,,0.0006,2,,,,Part_0050,1
Trans_0051,1.0,,0.0115,2,,,,Part_0051,1
Trans_0052,1.0,,0.0115,2,,,,Part_0052,1
Trans_0053,1.0,,0.0115,2,,,,Part_0053,1
Trans_0054,5.0,,0.1076,2,,,,Part_0054,1
Trans_0055,5.0,,0.0006,2,,,,Part_0055,1
Trans_0056,5.0,,0.0006,2,,,,Part_0056,1
Trans_0057,5.0,,0.0006,2,,,,Part_0057,1
Trans_0058,5.0,,0.0006,2,,,,Part_0058,1
Trans_0059,1.0,,0.0115,2,,,,Part_0059,1
Trans_0060,5.0,,0.0006,2,,,,Part_0060,1
Trans_0061,5.0,,0.0006,2,,,,Part_0061,1
Trans_0062,5.0,,0.1076,2,,,,Part_0062,1
Trans_0063,1.0,,0.0115,2,,,,Part_0063,1
Trans_0064,1.0,,0.0115,2,,,,Part_0064,1
Trans_0065,1.0,,0.0115,2,,,,Part_0065,1
Trans_0066,5.0,,0.1076,2,,,,Part_0066,1
Trans_0067,1.0,,0.0115,2,,,,Part_0067,1
Trans_0068,5.0,,0.1076,2,,,,Part_0068,1
Trans_0069,1.0,,0.0115,2,,,,Part_0069,1
Trans_0070,5.0,,0.1076,2,,,,Part_0070,1
Trans_0071,5.0,,0.1076,2,,,,Part_0071,1
Trans_0072,5.0,,0.1076,2,,,,Part_0072,1
Trans_0073,5.0,,0.1076,2,,,,Part_0073,1
Trans_0074,5.0,,0.1076,2,,,,Part_0074,1
Trans_0075,5.0,,0.0487,2,,,,Part_0075,1
Trans_0076,5.0,,0.0487,2,,,,Part_0075,1
Trans_0077,5.0,,0.1076,2,,,,Part_0076,1
Trans_0078,1.0,,0.0115,2,,,,Part_0077,1
Trans_0079,5.0,,0.1076,2,,,,Part_0078,1
Trans_0080,5.0,,0.1076,2,,,,Part_0079,1
Trans_0081,1.0,,0.0115,2,,,,Part_0080,1
Trans_0082,1.0,,0.0115,2,,,,Part_0081,1
Trans_0083,9.71,,0.3088,2,,,,Manuf_0072,1
Trans_0084,4.0,,0.4332,2,,,,Manuf_0072,1
Trans_0085,6.58,,0.3993,2,,,,Manuf_0072,1
Trans_0086,1.0,,0.441,2,,,,Manuf_0072,1
Trans_0087,3.5,,0.4771,2,,,,Manuf_0072,1
Trans_0088,1.0,,0.2202,2,,,,Manuf_0073,1
Trans_0089,1.53,,0.1843,2,,,,Manuf_0073,1
Trans_0090,4.3,,0.2,2,,,,Manuf_0073,1
Trans_0091,6.36,,0.2035,2,,,,Manuf_0073,1
Trans_0092,1.0,,0.1425,2,,,,Manuf_0073,1
Trans_0093,1.0,,0.1425,2,,,,Manuf_0074,1
Trans_0094,1.0,,0.2202,2,,,,Manuf_0074,1
Trans_0095,1.53,,0.1843,2,,,,Manuf_0074,1
Trans_0096,4.3,,0.2,2,,,,Manuf_0074,1
Trans_0097,6.36,,0.2035,2,,,,Manuf_0074,1
Trans_0098,9.71,,0.1425,2,,,,Manuf_0075,1
Trans_0099,4.0,,0.2,2,,,,Manuf_0075,1
Trans_0100,6.58,,0.1843,2,,,,Manuf_0075,1
Trans_0101,1.0,,0.2035,2,,,,Manuf_0075,1
Trans_0102,3.5,,0.2202,2,,,,Manuf_0075,1
Trans_0103,1.0,,0.1425,2,,,,Manuf_0076,1
Trans_0104,4.3,,0.2,2,,,,Manuf_0076,1
Trans_0105,1.53,,0.1843,2,,,,Manuf_0076,1
Trans_0106,6.36,,0.2035,2,,,,Manuf_0076,1
Trans_0107,1.0,,0.2202,2,,,,Manuf_0076,1
Trans_0108,1.0,,0.1425,2,,,,Manuf_0039,1
Trans_0109,4.3,,0.2,2,,,,Manuf_0039,1
Trans_0110,1.53,,0.1843,2,,,,Manuf_0039,1
Trans_0111,6.36,,0.2035,2,,,,Manuf_0039,1
Trans_0112,1.0,,0.2202,2,,,,Manuf_0039,1
Trans_0113,1.0,,0.195,2,,,,Manuf_0040,1
Trans_0114,4.3,,0.2736,2,,,,Manuf_0040,1
Trans_0115,1.53,,0.2522,2,,,,Manuf_0040,1
Trans_0116,6.36,,0.2785,2,,,,Manuf_0040,1
Trans_0117,1.0,,0.3013,2,,,,Manuf_0040,1
Trans_0118,1.0,,0.3088,2,,,,Manuf_0041,1
