stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Retail_0176,0.0,0,0.0,,26.78,91.07,1.645,Manuf_0131,1
Retail_0177,0.0,0,0.0,,5.31,8.57,1.645,Manuf_0132,1
Retail_0178,0.0,0,0.0,,5.46,9.48,1.645,Manuf_0133,1
Retail_0179,0.0,0,0.0,,21.84,99.75,1.645,Manuf_0134,1
Retail_0180,0.0,0,0.0,,5.19,6.54,1.645,Manuf_0135,1
Retail_0181,0.0,0,0.0,,8.42,25.22,1.645,Manuf_0136,1
Retail_0182,0.0,0,0.0,,5.22,5.78,1.645,Manuf_0137,1
Retail_0183,0.0,0,0.0,,7.01,8.1,1.645,Manuf_0139,1
Retail_0184,0.0,0,0.0,,5.06,5.41,1.645,Manuf_0138,1
Retail_0185,0.0,0,0.0,,5.29,5.9,1.645,Manuf_0140,1
Retail_0186,0.0,0,0.0,,9.16,16.25,1.645,Manuf_0141,1
Retail_0187,0.0,0,0.0,,58.0,186.78,1.645,Manuf_0142,1
Retail_0188,0.0,0,0.0,,21.0,67.04,1.645,Manuf_0143,1
Retail_0189,0.0,0,0.0,,12.0,56.66,1.645,Manuf_0144,1
Retail_0190,0.0,0,0.0,,38.0,103.75,1.645,Manuf_0145,1
Retail_0191,0.0,0,0.0,,27.0,167.98,1.645,Manuf_0146,1
Retail_0192,0.0,0,0.0,,10.0,33.13,1.645,Manuf_0147,1
Retail_0193,0.0,0,0.0,,18.0,61.43,1.645,Manuf_0148,1
Retail_0194,0.0,0,0.0,,5.37,6.88,1.645,Manuf_0149,1
Retail_0195,0.0,0,0.0,,5.37,7.24,1.645,Manuf_0150,1
Retail_0196,0.0,0,0.0,,5.28,6.61,1.645,Manuf_0151,1
Retail_0197,0.0,0,0.0,,7.1,35.62,1.645,Manuf_0152,1
Retail_0198,0.0,0,0.0,,6.82,9.72,1.645,Manuf_0153,1
Retail_0199,0.0,0,0.0,,6.59,8.89,1.645,Manuf_0154,1
Retail_0200,0.0,0,0.0,,373.64,1183.08,1.645,Manuf_0155,1
Retail_0201,0.0,0,0.0,,5.48,8.57,1.645,Manuf_0156,1
Retail_0202,0.0,0,0.0,,5.02,5.32,1.645,Manuf_0157,1
Retail_0203,0.0,0,0.0,,8.4,27.3,1.645,Manuf_0158,1
Retail_0204,0.0,0,0.0,,5.0,19.95,1.645,Manuf_0159,1
Retail_0205,0.0,0,0.0,,245.0,1662.62,1.645,Manuf_0160,1
Retail_0206,0.0,0,0.0,,22.0,94.58,1.645,Manuf_0161,1
Retail_0207,0.0,0,0.0,,7.0,31.1,1.645,Manuf_0162,1
Retail_0208,0.0,0,0.0,,7.0,27.72,1.645,Manuf_0163,1
Retail_0209,0.0,0,0.0,,34.0,109.02,1.645,Manuf_0164,1
Retail_0210,0.0,0,0.0,,48.0,134.79,1.645,Manuf_0165,1
Retail_0211,0.0,0,0.0,,43.0,145.53,1.645,Manuf_0166,1
Retail_0212,0.0,0,0.0,,50.0,119.68,1.645,Manuf_0167,1
Retail_0213,0.0,0,0.0,,10.0,32.16,1.645,Manuf_0168,1
Retail_0214,0.0,0,0.0,,17.32,75.53,1.645,Manuf_0169,1
Retail_0215,0.0,0,0.0,,8.84,65.72,1.645,Manuf_0170,1
Retail_0216,0.0,0,0.0,,8.12,33.37,1.645,Manuf_0171,1
Retail_0217,0.0,0,0.0,,41.4,101.22,1.645,Manuf_0172,1
Retail_0218,0.0,0,0.0,,29.92,116.11,1.645,Manuf_0173,1
Retail_0219,0.0,0,0.0,,6.43,14.49,1.645,Manuf_0174,1
Retail_0220,0.0,0,0.0,,5.05,5.54,1.645,Manuf_0175,1
Trans_0001,7.32,,1.17,2,,,,Dist_0001,1
Trans_0002,9.68,,1.63,2,,,,Dist_0001,1
Trans_0003,8.91,,1.54,2,,,,Dist_0001,1
Trans_0004,8.41,,1.16,2,,,,Dist_0001,1
Trans_0005,7.01,,1.57,2,,,,Dist_0002,1
Trans_0006,8.55,,1.86,2,,,,Dist_0002,1
Trans_0007,8.34,,1.32,2,,,,Dist_0002,1
Trans_0008,8.35,,1.47,2,,,,Dist_0002,1
Trans_0009,11.05,,1.37,2,,,,Dist_0002,1
Trans_0010,10.31,,1.56,2,,,,Dist_0003,1
Trans_0011,10.25,,1.25,2,,,,Dist_0003,1
Trans_0012,8.51,,1.32,2,,,,Dist_0003,1
Trans_0013,8.84,,1.21,2,,,,Dist_0003,1
Trans_0014,7.31,,1.66,2,,,,Dist_0003,1
Trans_0015,8.0,,1.48,2,,,,Dist_0003,1
Trans_0016,9.36,,1.44,2,,,,Dist_0003,1
Trans_0017,8.66,,1.56,2,,,,Dist_0004,1
Trans_0018,7.77,,1.32,2,,,,Dist_0004,1
Trans_0019,7.88,,1.64,2,,,,Dist_0004,1
Trans_0020,9.22,,1.51,2,,,,Dist_0004,1
Trans_0021,7.47,,1.22,2,,,,Dist_0004,1
Trans_0022,8.54,,1.48,2,,,,Dist_0004,1
Trans_0023,13.4,,1.38,2,,,,Dist_0004,1
Trans_0024,8.69,,1.81,2,,,,Dist_0005,1
Trans_0025,7.35,,1.5,2,,,,Dist_0005,1
Trans_0026,12.88,,1.85,2,,,,Dist_0005,1
Trans_0027,5.69,,1.76,2,,,,Dist_0005,1
Trans_0028,12.63,,1.13,2,,,,Dist_0005,1
Trans_0029,7.98,,1.77,2,,,,Dist_0005,1
Trans_0030,8.86,,1.49,2,,,,Dist_0005,1
Trans_0031,9.96,,1.96,2,,,,Dist_0006,1
Trans_0032,9.6,,1.94,2,,,,Dist_0006,1
Trans_0033,9.86,,1.69,2,,,,Dist_0006,1
Trans_0034,8.17,,1.99,2,,,,Dist_0006,1
Trans_0035,8.64,,1.85,2,,,,Dist_0006,1
Trans_0036,9.18,,1.84,2,,,,Dist_0006,1
Trans_0037,11.54,,1.66,2,,,,Dist_0006,1
Trans_0038,6.72,,1.12,2,,,,Dist_0007,1
Trans_0039,5.61,,1.8,2,,,,Dist_0007,1
Trans_0040,6.01,,1.65,2,,,,Dist_0007,1
Trans_0041,8.57,,1.12,2,,,,Dist_0007,1
Trans_0042,9.82,,1.7,2,,,,Dist_0007,1
Trans_0043,8.41,,1.42,2,,,,Dist_0008,1
Trans_0044,11.72,,1.48,2,,,,Dist_0008,1
Trans_0045,9.68,,1.22,2,,,,Dist_0008,1
Trans_0046,7.85,,1.33,2,,,,Dist_0008,1
Trans_0047,7.33,,1.99,2,,,,Dist_0008,1
Trans_0048,9.15,,1.96,2,,,,Dist_0008,1
Trans_0049,9.83,,2.01,2,,,,Dist_0008,1
Trans_0050,11.71,,2.01,2,,,,Dist_0008,1
Trans_0051,6.06,,1.7,2,,,,Dist_0009,1
Trans_0052,9.68,,1.53,2,,,,Dist_0009,1
Trans_0053,8.17,,2.0,2,,,,Dist_0009,1
Trans_0054,10.4,,1.78,2,,,,Dist_0009,1
Trans_0055,9.3,,1.58,2,,,,Dist_0009,1
Trans_0056,8.57,,1.51,2,,,,Dist_0009,1
Trans_0057,7.05,,1.6,2,,,,Dist_0009,1
Trans_0058,10.87,,1.56,2,,,,Dist_0009,1
Trans_0059,13.49,,1.71,2,,,,Dist_0010,1
Trans_0060,9.2,,1.03,2,,,,Dist_0010,1
Trans_0061,10.47,,1.12,2,,,,Dist_0010,1
Trans_0062,8.32,,1.52,2,,,,Dist_0010,1
Trans_0063,10.49,,1.13,2,,,,Dist_0010,1
Trans_0064,8.37,,1.31,2,,,,Dist_0010,1
Trans_0065,8.98,,1.06,2,,,,Dist_0010,1
Trans_0066,7.77,,1.51,2,,,,Dist_0011,1
Trans_0067,7.16,,1.6,2,,,,Dist_0011,1
Trans_0068,9.68,,1.56,2,,,,Dist_0011,1
Trans_0069,11.95,,1.89,2,,,,Dist_0011,1
Trans_0070,11.09,,1.05,2,,,,Dist_0011,1
Trans_0071,7.24,,1.51,2,,,,Dist_0011,1
Trans_0072,10.45,,1.98,2,,,,Dist_0011,1
Trans_0073,10.55,,1.18,2,,,,Dist_0011,1
Trans_0074,8.5,,1.06,2,,,,Dist_0012,1
Trans_0075,10.02,,1.9,2,,,,Dist_0012,1
Trans_0076,10.33,,1.64,2,,,,Dist_0012,1
Trans_0077,7.9,,1.91,2,,,,Dist_0012,1
Trans_0078,6.49,,1.23,2,,,,Dist_0012,1
Trans_0079,9.95,,1.91,2,,,,Dist_0012,1
Trans_0080,9.42,,1.73,2,,,,Dist_0012,1
Trans_0081,12.9,,1.55,2,,,,Dist_0012,1
Trans_0082,8.95,,2.0,2,,,,Dist_0013,1
Trans_0083,15.75,,1.6,2,,,,Dist_0013,1
Trans_0084,7.95,,1.82,2,,,,Dist_0013,1
Trans_0085,8.06,,1.79,2,,,,Dist_0013,1
Trans_0086,8.44,,1.54,2,,,,Dist_0013,1
Trans_0087,9.04,,1.65,2,,,,Dist_0013,1
Trans_0088,10.25,,1.74,2,,,,Dist_0013,1
Trans_0089,10.52,,1.75,2,,,,Dist_0014,1
Trans_0090,8.69,,1.7,2,,,,Dist_0014,1
Trans_0091,6.28,,1.17,2,,,,Dist_0014,1
Trans_0092,9.43,,1.57,2,,,,Dist_0014,1
Trans_0093,10.71,,2.03,2,,,,Dist_0014,1
Trans_0094,10.08,,1.89,2,,,,Dist_0014,1
Trans_0095,6.99,,1.58,2,,,,Dist_0014,1
Trans_0096,6.99,,1.05,2,,,,Dist_0015,1
Trans_0097,11.31,,1.81,2,,,,Dist_0015,1
Trans_0098,7.94,,1.99,2,,,,Dist_0015,1
Trans_0099,8.64,,1.75,2,,,,Dist_0015,1
Trans_0100,9.49,,1.05,2,,,,Dist_0015,1
Trans_0101,9.74,,1.61,2,,,,Dist_0016,1
Trans_0102,9.18,,1.45,2,,,,Dist_0016,1
Trans_0103,8.91,,2.24,2,,,,Dist_0016,1
Trans_0104,9.93,,1.39,2,,,,Dist_0016,1
Trans_0105,9.1,,1.8,2,,,,Dist_0016,1
Trans_0106,9.22,,1.87,2,,,,Dist_0016,1
Trans_0107,13.34,,1.94,2,,,,Dist_0017,1
Trans_0108,9.31,,1.88,2,,,,Dist_0017,1
Trans_0109,10.67,,1.93,2,,,,Dist_0017,1
Trans_0110,7.65,,1.3,2,,,,Dist_0017,1
Trans_0111,9.96,,1.54,2,,,,Dist_0017,1
Trans_0112,8.67,,1.86,2,,,,Dist_0017,1
Trans_0113,9.99,,1.8,2,,,,Dist_0018,1
Trans_0114,8.43,,1.93,2,,,,Dist_0018,1
Trans_0115,9.99,,2.35,2,,,,Dist_0018,1
Trans_0116,8.2,,1.63,2,,,,Dist_0018,1
Trans_0117,8.53,,1.41,2,,,,Dist_0018,1
Trans_0118,8.39,,1.89,2,,,,Dist_0018,1
Trans_0119,7.02,,1.79,2,,,,Dist_0019,1
Trans_0120,9.09,,1.48,2,,,,Dist_0020,1
Trans_0121,9.94,,1.57,2,,,,Dist_0019,1
Trans_0122,8.64,,1.33,2,,,,Dist_0020,1
Trans_0123,11.16,,1.2,2,,,,Dist_0021,1
Trans_0124,8.38,,1.13,2,,,,Dist_0021,1
Trans_0125,6.33,,1.05,2,,,,Dist_0021,1
Trans_0126,8.15,,1.54,2,,,,Dist_0021,1
Trans_0127,15.29,,1.47,2,,,,Dist_0021,1
Trans_0128,11.25,,1.62,2,,,,Dist_0021,1
Trans_0129,8.71,,1.48,2,,,,Dist_0021,1
Trans_0130,7.59,,1.79,2,,,,Dist_0021,1
Trans_0131,8.77,,1.71,2,,,,Dist_0021,1
Trans_0132,5.73,,1.28,2,,,,Dist_0022,1
Trans_0133,8.87,,1.81,2,,,,Dist_0022,1
Trans_0134,8.89,,1.83,2,,,,Dist_0022,1
Trans_0135,10.13,,1.39,2,,,,Dist_0022,1
Trans_0136,8.36,,2.02,2,,,,Dist_0022,1
Trans_0137,9.84,,1.53,2,,,,Dist_0023,1
Trans_0138,7.84,,1.29,2,,,,Dist_0024,1
Trans_0139,7.96,,1.36,2,,,,Dist_0024,1
Trans_0140,7.48,,1.93,2,,,,Dist_0024,1
Trans_0141,10.47,,1.06,2,,,,Dist_0024,1
Trans_0142,8.81,,1.65,2,,,,Dist_0024,1
Trans_0143,9.32,,1.13,2,,,,Dist_0024,1
Trans_0144,9.01,,1.93,2,,,,Dist_0024,1
Trans_0145,8.89,,1.33,2,,,,Dist_0025,1
Trans_0146,10.68,,1.03,2,,,,Dist_0026,1
Trans_0147,7.93,,1.08,2,,,,Dist_0026,1
Trans_0148,13.11,,1.65,2,,,,Dist_0026,1
Trans_0149,9.59,,1.34,2,,,,Dist_0026,1
Trans_0150,10.5,,1.64,2,,,,Dist_0026,1
Trans_0151,7.6,,1.21,2,,,,Dist_0026,1
Trans_0152,7.57,,1.72,2,,,,Dist_0026,1
Trans_0153,10.36,,1.17,2,,,,Dist_0027,1
Trans_0154,10.58,,1.33,2,,,,Dist_0027,1
Trans_0155,8.96,,1.41,2,,,,Dist_0027,1
Trans_0156,9.6,,1.73,2,,,,Dist_0027,1
Trans_0157,9.08,,1.73,2,,,,Dist_0028,1
Trans_0158,6.61,,1.64,2,,,,Dist_0028,1
Trans_0159,9.22,,2.02,2,,,,Dist_0028,1
Trans_0160,8.07,,1.41,2,,,,Dist_0029,1
Trans_0161,10.02,,1.4,2,,,,Dist_0030,1
Trans_0162,7.46,,2.09,2,,,,Dist_0030,1
Trans_0163,8.36,,1.42,2,,,,Dist_0030,1
Trans_0164,8.93,,1.29,2,,,,Dist_0031,1
Trans_0165,7.39,,1.57,2,,,,Dist_0031,1
Trans_0166,8.3,,1.77,2,,,,Dist_0031,1
Trans_0167,7.98,,1.15,2,,,,Dist_0032,1
Trans_0168,8.22,,1.96,2,,,,Dist_0032,1
Trans_0169,8.77,,1.23,2,,,,Dist_0032,1
Trans_0170,12.42,,1.49,2,,,,Dist_0032,1
Trans_0171,9.25,,1.27,2,,,,Dist_0032,1
Trans_0172,13.05,,1.13,2,,,,Dist_0032,1
Trans_0173,7.38,,1.96,2,,,,Dist_0032,1
Trans_0174,10.33,,1.63,2,,,,Dist_0032,1
Trans_0175,6.55,,1.9,2,,,,Dist_0033,1
Trans_0176,8.4,,1.59,2,,,,Dist_0034,1
Trans_0177,8.15,,1.12,2,,,,Dist_0035,1
Trans_0178,9.0,,1.75,2,,,,Dist_0035,1
Trans_0179,9.0,,1.55,2,,,,Dist_0035,1
Trans_0180,7.11,,1.17,2,,,,Dist_0036,1
Trans_0181,7.51,,1.89,2,,,,Dist_0037,1
Trans_0182,8.31,,1.11,2,,,,Dist_0038,1
